"gyros_belt_x","gyros_belt_y","gyros_belt_z","magnet_belt_x","magnet_belt_y","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_y","gyros_arm_z","magnet_arm_x","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","accel_forearm_x","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
0.02,0.02,-0.02,43,625,0,0,0,32,-0.35,-0.02,738,-104,58.14415859,-46.73984227,-78.07363181,31,0.19,-34,-171,77.9,-133,31,-0.08,1.51,-208,-205,-560,-139,342,"A"
0.03,0.02,-0.03,39,634,0,0,0,32,-0.43,0.2,748,-94,59.21337321,-44.26487661,-79.04156743,31,0.16,-54,179,78.1,-145,31,-0.11,1.89,-215,-204,-573,-105,359,"A"
0.05,0.02,-0.02,47,632,0,0,0,32,-0.5,0.39,746,-80,53.96796896,-45.66074167,-82.69949936,32,0.08,-56,165,77.8,-160,28,-0.11,2.25,-190,-196,-584,-72,376,"A"
0.08,0.02,0,45,632,0,0,0,31,-0.56,0.49,752,-51,53.10257043,-49.78885068,-80.08668784,32,-0.02,-59,154,76.9,-172,28,-0.18,2.23,-200,-187,-602,-24,402,"A"
0.11,0,0.02,41,634,0,0,0,27,-0.77,0.61,755,18,56.41662807,-44.336061,-81.54781805,34,0.16,-70,126,71.9,157,26,-0.43,2.41,-166,-190,-645,101,480,"A"
0.11,0,0,45,632,0,0,0,23,-0.87,0.41,748,66,63.15218264,-40.33685482,-78.27860022,32,0.26,-80,115,66.4,143,28,-0.61,2.83,-182,-198,-658,191,541,"A"
0.11,0.02,0,43,634,0,0,0,20,-0.9,0.39,744,90,66.72000539,-39.70972122,-75.29054036,33,0.35,-71,111,63.1,138,28,-0.61,3,-140,-210,-675,248,569,"A"
0.05,0.02,0,42,631,0,0,0,19,-1.03,0.25,707,207,64.76803619,-38.01426763,-78.37009312,34,0.53,-72,100,51.4,124,26,-1.17,3.63,-57,-178,-678,430,687,"A"
-0.05,0,0.02,45,627,0,0,0,18,-1.09,0.34,642,300,58.22655193,-39.88510716,-83.22339378,33,0.13,-81,97.5,39.1,117,24,-0.88,3.13,-71,-147,-639,562,759,"A"
-0.05,0,0.02,43,631,0,0,0,19,-1.11,0.38,606,355,58.50290695,-39.96181858,-82.91301258,33,0.02,-77,97.4,34.4,114,28,-0.9,3.64,-51,-158,-625,603,764,"A"
-0.05,0,0,45,632,0,0,0,14,-1.16,0.48,586,366,58.38834243,-38.63992789,-83.95874707,33,-0.05,-73,97.7,29.1,112,34,-0.63,4.08,18,-157,-598,657,791,"A"
-0.03,0,0.02,44,633,0,0,0,21,-1.28,0.61,458,458,59.36942959,-40.17149449,-81.95873579,34,-0.05,-71,99.6,19.1,107,35,-1.03,2.87,-26,-188,-519,733,781,"A"
-0.03,0,0.02,48,630,0,0,0,20,-1.32,0.61,437,488,62.54256649,-42.1226905,-77.54714887,33,-0.05,-57,99.8,13.5,105,38,-0.79,4.4,70,-173,-490,758,787,"A"
-0.05,-0.02,-0.02,46,634,0,0,0,22,-1.48,0.67,340,507,61.54183389,-42.03054971,-78.56265532,34,-0.06,-65,99.5,4.88,102,37,-0.56,2.7,87,-152,-398,786,799,"A"
-0.11,-0.02,0,41,632,0,0,0,38,-1.53,1.51,78,522,64.26464073,-43.78399957,-74.64163869,32,0.03,-50,95.9,-14.6,94.7,31,-1.19,2.22,161,-125,-219,784,858,"A"
-0.1,0,-0.02,39,632,0,0,0,39,-1.59,1.33,46,519,69.2774712,-39.94329474,-72.61138709,32,0.02,-52,96.2,-18.1,92.6,31,-1.46,2.55,162,-145,-173,775,856,"A"
-0.11,-0.03,-0.07,37,623,0,0,0,34,-1.75,1.07,-37,509,64.83905933,-42.00335812,-75.43841616,33,0.06,-39,96.9,-24.4,89.3,37,-1.16,2.5,253,-142,-105,739,842,"A"
-0.11,-0.03,-0.05,34,631,0,0,0,36,-1.72,1.07,-99,485,60.72655387,-47.04967172,-75.42589987,32,0.03,-50,97.4,-27.2,87.9,35,-1.06,2.31,235,-138,-67,717,830,"A"
-0.05,-0.02,-0.05,31,635,0,0,0,40,-1.48,0.28,-262,439,56.14292369,-42.57573984,-83.14392547,32,0.02,-58,103,-34.9,82.2,40,-0.83,1.38,246,-142,34,640,750,"A"
-0.03,-0.02,-0.07,33,633,0,0,0,36,-0.88,-0.05,-341,404,61.5052083,-55.38851281,-67.48994699,32,-0.08,-55,105,-37,82,34,-0.08,0.29,182,-138,64,615,704,"A"
-0.03,-0.03,-0.08,35,632,0,0,0,36,-0.64,0.02,-365,397,63.79596425,-44.61276453,-74.44926011,34,0.08,-60,106,-37.2,82.3,33,-0.02,0.14,179,-135,72,610,692,"A"
-0.11,-0.03,-0.1,21,634,0,0,0,34,0.26,-0.46,-394,382,46.51634789,-52.1340992,-83.62243207,31,0.19,-57,105,-33.2,90.1,34,0.51,-1.22,169,-152,20,659,723,"A"
-0.11,-0.03,-0.1,18,637,0,0,0,34,0.37,-0.57,-384,389,55.93592637,-53.41744358,-74.4556505,28,0.1,-55,104,-32,91.5,37,0.51,-1.16,195,-146,1,681,730,"A"
-0.11,-0.03,-0.1,18,636,0,0,0,34,0.47,-0.71,-382,409,55.91463182,-50.98263652,-76.58333912,29,0.03,-45,103,-30.6,93.2,42,0.61,-1.27,252,-141,-16,683,732,"A"
-0.1,-0.03,-0.08,18,638,0,0,0,34,0.55,-0.8,-361,408,47.22192348,-53.23988113,-82.08674769,31,0.05,-49,102,-28.4,95.4,44,0.87,-1.91,276,-142,-42,701,759,"A"
-0.06,-0.02,-0.07,20,634,0,0,0,35,0.63,-0.84,-354,432,61.74754582,-50.86781802,-71.27347864,30,0.11,-46,101,-25.6,97.8,39,0.96,-2.33,222,-141,-92,730,794,"A"
-0.05,-0.02,-0.08,20,632,0,0,0,35,0.74,-0.75,-330,444,66.04054301,-50.00484637,-67.83884236,29,0.14,-23,99.7,-22.9,99.7,37,0.88,-2.49,197,-142,-111,747,806,"A"
-0.02,-0.02,-0.08,24,636,0,0,0,36,0.9,-0.67,-317,449,55.4508695,-50.20181464,-77.66191699,29,0.03,-32,98.7,-19.8,102,37,0.83,-2.49,188,-147,-147,758,818,"A"
0.05,-0.02,-0.08,17,638,0,0,0,41,1.33,-0.49,-248,477,50.12217478,-53.12910904,-79.78306641,31,-0.22,-21,96.6,-13.1,106,39,1,-2.63,200,-137,-220,780,854,"A"
0.08,0,-0.05,21,637,0,0,0,39,1.48,-0.44,-189,491,47.59705819,-55.9248041,-79.39679091,30,-0.32,-27,95.7,-9.98,108,39,1.12,-2.81,196,-136,-269,801,875,"A"
0.14,0,-0.05,23,641,0,0,0,36,1.77,-0.54,-58,525,63.0661377,-47.39655119,-72.92411935,31,-0.35,-25,94.5,2.59,114,35,1.32,-3.6,145,-137,-407,799,886,"A"
0.16,0.02,-0.03,22,636,0,0,0,36,1.88,-0.57,20,526,61.77146629,-46.23250685,-75.09858577,31,-0.26,-15,94.6,6.62,116,33,1.25,-3.56,103,-143,-428,786,889,"A"
0.19,0.02,-0.02,24,639,0,0,0,35,1.96,-0.61,62,524,61.91417064,-45.0318495,-75.9151209,30,-0.16,-25,94.6,10.9,118,33,1.2,-3.31,99,-142,-486,764,880,"A"
0.21,0.02,-0.02,23,641,0,0,0,33,1.98,-0.71,139,522,60.3657914,-42.59074314,-79.24724342,30,-0.06,-24,94.7,15,120,33,1.22,-3.29,98,-143,-527,749,863,"A"
0.14,0.02,-0.02,28,645,0,0,0,26,1.89,-0.8,369,483,57.3021702,-47.51354944,-78.21772981,30,0.32,-17,95.9,31.9,126,26,0.95,-3.29,-3,-156,-623,615,813,"A"
0.1,0.02,0,28,636,0,0,0,21,1.73,-0.75,475,441,55.40338105,-54.14565111,-74.2921449,29,0.45,-10,97.3,39.6,129,25,0.85,-2.95,-26,-154,-658,541,771,"A"
0.08,0.03,0.03,26,644,0,0,0,20,1.51,-0.89,571,361,50.26306593,-57.78086774,-75.49900749,30,0.31,-3,101,50.1,135,25,0.87,-2.94,-65,-162,-680,402,693,"A"
0.1,0.02,0.05,30,645,0,0,0,18,1.45,-0.89,627,317,52.83963488,-53.98066401,-76.70624891,31,0.26,-20,103,53.4,138,26,0.88,-2.86,-107,-163,-683,344,650,"A"
0.11,0.02,0.03,29,644,0,0,0,17,1.27,-0.74,674,257,60.91849821,-49.83247098,-72.94287202,30,0.27,-18,108,60,144,25,0.63,-2.86,-142,-169,-673,250,602,"A"
0.13,0.02,0.05,35,633,0,0,0,17,1.2,-0.72,687,230,61.9673165,-48.92755692,-72.7085908,30,0.35,-21,111,63.1,148,27,0.56,-2.83,-181,-159,-667,194,573,"A"
0.16,0.03,0.05,39,639,0,0,0,18,1.09,-0.74,720,163,60.00971929,-48.46472001,-74.93960631,29,0.4,-26,122,68.9,159,25,0.64,-2.94,-161,-180,-650,105,524,"A"
0.18,0.03,0.03,34,641,0,0,0,19,1.03,-0.71,742,122,56.19406526,-50.13287988,-77.05208273,29,0.39,-31,130,71.3,168,27,0.69,-2.75,-193,-187,-630,48,478,"A"
0.18,0.03,0.07,42,644,0,0,0,23,0.79,-0.82,748,-8,65.51417616,-46.80987405,-71.03317811,31,0.45,-26,162,75.3,-159,34,0.11,-1.65,-243,-206,-581,-79,400,"A"
0.18,0.03,0.05,46,637,0,0,0,24,0.72,-0.8,748,-26,65.57593447,-45.0119242,-72.41478574,31,0.47,-40,168,75.9,-153,34,-0.14,-1.3,-213,-212,-566,-109,380,"A"
0.16,0.02,0.05,47,634,0,0,0,30,0.56,-0.64,747,-81,65.74206029,-46.22031154,-71.28833283,31,0.43,-46,173,77.1,-146,34,-0.39,-0.45,-204,-207,-556,-127,384,"A"
0.14,0.03,0.07,42,634,0,0,0,33,0.5,-0.44,745,-95,63.16805523,-47.26498809,-72.93382881,31,0.42,-31,172,77.6,-147,33,-0.4,0.16,-206,-202,-555,-121,392,"A"
0.13,0.02,0.07,46,642,0,0,0,34,0.4,-0.25,730,-141,61.35553839,-48.75124153,-73.43630419,31,0.42,-43,167,77.7,-153,31,-0.31,0.82,-198,-187,-558,-117,413,"A"
0.06,0,0.02,44,631,0,0,0,38,0.1,-0.1,722,-161,63.35811298,-44.83860514,-74.69228177,32,0.48,-56,153,76.8,-168,26,-0.1,1.35,-176,-175,-589,-54,442,"A"
-0.05,0,0.02,49,636,0,0,0,36,-0.16,-0.08,719,-172,62.19581438,-45.88678614,-74.97228541,30,0.37,-62,138,73.7,172,31,-0.19,2.06,-236,-191,-630,42,515,"A"
-0.06,0,0.02,52,635,0,0,0,35,-0.26,-0.08,732,-162,61.12943761,-46.80874895,-75.24173181,31,0.29,-65,131,71.7,163,26,-0.37,2.3,-186,-181,-633,66,523,"A"
-0.08,0,0.02,45,633,0,0,0,34,-0.34,-0.05,733,-155,58.29074111,-46.61862561,-78.03641831,31,0.21,-50,126,70.5,157,26,-0.56,1.69,-176,-183,-646,114,561,"A"
-0.1,0,0.02,51,634,0,0,0,33,-0.42,0.03,736,-127,58.44940651,-46.97414998,-77.60419265,31,0.16,-59,122,68.9,151,31,-0.69,1.88,-223,-195,-664,168,603,"A"
-0.14,-0.02,0,41,635,0,0,0,28,-0.67,0.28,756,-40,55.44818891,-44.56616463,-82.24182793,33,-0.03,-62,105,51.4,127,30,-0.83,3.53,-212,-180,-679,408,745,"A"
-0.13,0,0,41,626,0,0,0,26,-0.74,0.26,752,-8,54.27393133,-47.54313333,-80.91423689,33,-0.02,-62,102,45.9,123,20,-0.85,4.01,-19,-138,-678,445,759,"A"
-0.11,0,0,38,633,0,0,0,26,-0.83,0.23,756,15,59.02168548,-46.21213251,-77.68792677,33,0.06,-62,101,41.3,120,19,-0.82,2.79,-37,-141,-666,502,800,"A"
-0.11,0,-0.02,39,639,0,0,0,27,-0.87,0.11,748,56,60.11540215,-45.51146887,-77.22817811,33,0.13,-70,100,37.3,118,23,-0.85,2.38,-99,-153,-657,547,819,"A"
-0.13,-0.02,-0.02,47,639,0,0,0,19,-0.88,0.2,738,125,65.04099778,-43.04396969,-74.45926006,33,0.1,-69,100,25.9,113,26,-0.69,5.25,-3,-135,-612,655,850,"A"
-0.13,0,-0.03,33,637,0,0,0,17,-0.93,0.34,728,151,70.30422737,-36.96645232,-73.6765933,32,0.11,-75,101,21.8,111,40,-0.59,3.2,229,-135,-588,694,853,"A"
-0.11,0,-0.02,31,634,0,0,0,20,-1,0.44,704,207,68.86562591,-34.17532219,-76.9216325,32,0.18,-73,102,20.6,110,31,-0.39,1.01,11,-166,-574,694,840,"A"
-0.05,0,-0.03,41,634,0,0,0,17,-1.11,0.44,658,279,66.27112732,-35.50315113,-78.60180237,33,0.31,-78,103,10.4,106,33,-0.88,5.03,-22,-173,-515,752,854,"A"
0.11,0.02,0,36,633,0,0,0,17,-1.01,0.2,525,428,57.69296477,-41.97779267,-82.18079695,33,0.1,-79,102,-4.59,97.4,33,-1.25,4.74,137,-167,-341,813,878,"A"
0.1,0.02,0,42,631,0,0,0,24,-0.92,0.71,356,518,61.55450107,-41.27648957,-79.10872407,34,0,-71,104,-18.8,89.1,37,-1.24,2.86,188,-179,-190,775,856,"A"
0.06,0,0,37,634,0,0,0,20,-1.08,0.79,329,533,59.74278585,-43.11987216,-79.42817918,32,0.05,-65,105,-22.4,86.7,36,-1.27,3.1,203,-178,-131,761,844,"A"
0.02,0,0.02,40,635,0,0,0,21,-1.4,1.1,239,545,64.42653533,-44.62601882,-73.83205556,34,0.05,-59,107,-28.3,81.2,40,-1.64,2.71,262,-159,-62,712,826,"A"
0,0.02,0.03,40,635,0,0,0,28,-1.41,1.21,169,555,66.04925343,-38.41296523,-76.85661951,34,0.1,-64,108,-30.8,78.5,41,-1.69,2.75,292,-146,-7,678,805,"A"
-0.02,0.02,0.05,42,633,0,0,0,35,-1.53,1.15,40,550,66.4759818,-50.12354139,-67.30368661,31,-0.05,-54,112,-36,72.5,35,-0.67,1.19,257,-107,69,604,741,"A"
-0.02,0.02,0.03,36,638,0,0,0,39,-1.43,0.95,-57,525,58.86508881,-36.32919777,-85.10195532,32,0,-61,115,-37.2,71.7,36,-0.29,0.35,239,-117,90,586,699,"A"
-0.03,0,0.03,40,631,0,0,0,36,-1.48,0.84,-169,502,62.29680539,-53.21025175,-68.69512118,32,0,-64,118,-37.6,73,37,0.37,0.05,216,-139,99,587,673,"A"
-0.03,0,0.02,39,631,0,0,0,38,-1.43,0.97,-245,465,66.98516092,-36.22025211,-77.43650366,33,0.08,-56,118,-37.9,75.5,35,0.5,-0.19,153,-156,88,594,663,"A"
-0.05,0,0.02,40,632,0,0,0,38,-1.35,0.94,-269,462,55.6050974,-37.56857642,-87.26051938,32,0.06,-60,118,-37.7,76.9,38,0.42,-0.47,194,-168,80,609,672,"A"
-0.05,0,0.02,34,630,0,0,0,37,-1.27,0.8,-311,431,52.81790734,-52.81790734,-77.74436513,30,-0.03,-61,118,-37.2,78.4,39,0.45,-0.69,228,-171,72,606,675,"A"
-0.06,0,0.05,39,630,0,0,0,34,-1.01,0.46,-363,406,63.62352208,-44.65202345,-74.58403635,31,-0.08,-61,115,-35.6,82.4,36,0.74,-1.08,206,-165,39,650,715,"A"
-0.06,0.02,0.02,34,635,0,0,0,34,-0.85,0.26,-368,396,57.66537077,-34.77290331,-87.2450596,31,-0.02,-50,114,-34.5,84.7,35,0.77,-1.27,206,-162,24,659,726,"A"
-0.06,0,0,34,635,0,0,0,35,-0.69,0.07,-397,392,52.90482761,-45.69411627,-83.60888031,31,0.05,-66,113,-33.1,87,35,0.75,-1.48,200,-160,-9,670,749,"A"
-0.06,0,0.02,34,639,0,0,0,36,-0.5,-0.15,-404,387,58.9450479,-58.55446926,-66.99188383,31,0.03,-56,112,-31.8,89,37,0.72,-1.43,206,-154,-23,681,758,"A"
-0.05,0,0.02,35,631,0,0,0,35,-0.22,-0.3,-408,384,68.21609205,-50.80281986,-64.96012392,32,0.02,-69,110,-30.3,91.2,41,0.82,-1.57,249,-144,-44,702,770,"A"
-0.05,0.02,0,35,634,0,0,0,33,0,-0.28,-412,406,69.18381965,-38.38792005,-73.80771513,32,0.1,-62,109,-28,94.1,43,1.01,-2.2,262,-143,-85,727,796,"A"
-0.05,0,-0.02,31,632,0,0,0,34,0.18,-0.26,-405,394,60.0910198,-36.11720526,-84.09717523,32,0.27,-55,108,-25.2,96.9,39,1.06,-2.59,216,-142,-110,745,809,"A"
-0.08,-0.02,-0.03,30,630,0,0,0,35,0.58,-0.49,-381,416,57.24983326,-52.79665775,-73.80599429,30,-0.08,-65,104,-15.7,105,38,1.16,-2.89,187,-135,-228,789,852,"A"
-0.03,-0.02,-0.03,26,630,0,0,0,36,0.88,-0.54,-314,447,62.67959993,-49.16754,-71.82707798,29,0.13,-49,102,-4.71,113,38,1.25,-3.4,172,-147,-367,801,884,"A"
-0.03,0,-0.03,34,632,0,0,0,37,1,-0.49,-298,456,63.25650904,-48.94303078,-71.46104017,29,0.14,-57,101,-0.46,116,37,1.22,-3.47,147,-148,-421,799,901,"A"
-0.03,0,-0.03,26,631,0,0,0,38,1.24,-0.43,-237,482,45.0869151,-53.32939768,-83.71715564,31,-0.08,-35,100,8,120,33,1.19,-3.52,112,-154,-502,763,897,"A"
-0.03,0,-0.03,27,632,0,0,0,37,1.35,-0.44,-179,502,39.45256981,-58.18640484,-83.57018183,30,-0.22,-24,100,12.4,122,31,1.14,-3.5,90,-151,-544,739,885,"A"
-0.02,-0.02,-0.03,29,634,0,0,0,36,1.46,-0.44,-148,515,38.14817474,-62.00308654,-80.91716777,29,-0.39,-34,100,16.1,124,30,1.08,-3.47,65,-157,-560,713,880,"A"
-0.02,0,-0.03,30,631,0,0,0,35,1.57,-0.41,-85,524,44.0899155,-59.60090038,-78.81730518,31,-0.48,-29,100,20.5,126,28,1.06,-3.53,45,-160,-602,668,860,"A"
-0.02,0,-0.02,32,633,0,0,0,35,1.64,-0.44,-53,532,47.37104162,-57.85164737,-77.83164557,32,-0.5,-34,100,24.8,128,27,1.04,-3.53,23,-159,-627,618,838,"A"
-0.02,0.02,-0.02,31,633,0,0,0,34,1.7,-0.44,26,530,51.80035408,-49.83239498,-81.18002725,30,-0.45,-31,101,29.1,130,26,1,-3.5,5,-161,-644,595,830,"A"
-0.02,0.02,-0.02,29,638,0,0,0,34,1.77,-0.46,60,527,55.78563767,-41.99962573,-83.90036879,29,-0.32,-25,101,33.4,132,23,0.93,-3.55,-24,-161,-660,533,800,"A"
-0.03,0.02,-0.02,31,629,0,0,0,34,1.81,-0.49,132,531,61.45061049,-42.3326382,-78.42295133,28,-0.18,-19,102,36.8,134,23,0.83,-3.18,-55,-159,-665,499,780,"A"
-0.02,0,-0.02,27,631,0,0,0,33,1.85,-0.51,172,520,69,-47.3,-67.2,29,0,-20,103,39.9,136,23,0.8,-2.81,-55,-155,-675,449,757,"A"
-0.02,0,-0.03,25,633,0,0,0,31,1.89,-0.54,249,505,65.4250421,-51.41617223,-67.22107295,29,0.14,-11,104,42.8,138,25,0.82,-2.68,-54,-151,-680,394,724,"A"
0.03,0,-0.02,27,634,0,0,0,27,1.89,-0.49,360,470,53.13157085,-49.59384034,-80.22487013,30,0.34,-12,109,49.9,144,26,0.95,-3.32,-166,-164,-678,292,654,"A"
0.11,0.02,-0.03,30,638,0,0,0,22,1.8,-0.52,463,430,56.37077461,-49.97064756,-77.02918844,30,0.47,1,113,56.2,150,24,0.51,-2.62,-133,-168,-668,213,610,"A"
0.11,0.02,-0.03,34,640,0,0,0,22,1.75,-0.57,494,410,54.29462954,-51.48314609,-77.60131061,29,0.48,-22,116,58.8,154,25,0.56,-2.6,-182,-156,-660,155,580,"A"
0.13,0,-0.02,26,632,0,0,0,18,1.61,-0.85,614,336,57.53932594,-52.68763813,-73.63604508,30,0.4,-14,131,67.2,171,30,0.56,-2.5,-222,-186,-624,2,489,"A"
0.1,0.02,0.02,34,636,0,0,0,17,1.36,-0.8,693,227,53.22321823,-53.6243185,-76.68511165,30,0.24,-13,141,70.1,-177,33,0.08,-0.83,-211,-201,-589,-54,444,"A"
0.1,0.02,0.02,29,633,0,0,0,20,1.2,-0.87,731,150,67.10226377,-47.55183915,-68.85949061,30,0.45,-24,141,70.7,-179,31,-0.18,0.34,-199,-200,-593,-54,451,"A"
0.11,0.02,0.03,36,641,0,0,0,20,1.2,-0.82,746,110,66.67950817,-44.65905242,-71.6139339,30,0.48,-21,138,70.2,178,30,-0.19,0.75,-205,-196,-591,-47,459,"A"
0.11,0.03,0.03,37,632,0,0,0,19,1.19,-0.8,742,89,61.38301711,-48.60353915,-73.53305699,29,0.48,-25,135,69.3,175,31,-0.22,1.24,-222,-189,-597,-22,481,"A"
0.11,0.02,0.03,39,631,0,0,0,21,1.11,-0.75,751,45,60.61956953,-51.24638942,-72.01842115,30,0.48,-34,131,67.8,170,28,-0.22,1.59,-206,-174,-619,15,505,"A"
0.03,0.02,0.03,41,632,0,0,0,36,-0.14,0.11,739,-112,63.41441597,-46.23680595,-73.52946424,30,0.42,-47,114,50.7,138,29,-0.69,3.42,-198,-182,-683,338,696,"A"
0,0,0.03,42,631,0,0,0,34,-0.22,0.02,740,-111,62.85679859,-46.70229982,-73.6886192,30,0.4,-39,111,46.9,134,25,-0.9,3.5,-106,-171,-683,362,715,"A"
-0.06,0,0.02,41,631,0,0,0,30,-0.42,-0.31,750,-68,60.90619026,-46.19610862,-75.94375468,31,0.26,-49,105,36.2,124,27,-1,3.95,-137,-158,-669,510,821,"A"
-0.06,0,0.02,42,637,0,0,0,28,-0.48,-0.36,754,-56,58.81392155,-46.74105563,-77.45600712,30,0.18,-50,104,32,121,24,-0.9,3.42,49,-122,-647,558,846,"A"
-0.08,0,0.02,36,624,0,0,0,25,-0.75,-0.05,757,35,59.29153648,-46.63107908,-77.10250191,32,-0.16,-44,104,18.2,112,32,-0.82,3.71,100,-123,-577,701,889,"A"
-0.1,-0.02,0,39,631,0,0,0,23,-0.83,0.16,740,97,59.86714538,-46.69968383,-76.51230068,32,-0.06,-40,105,13.4,108,32,-0.87,2.23,-16,-148,-526,750,905,"A"
-0.1,0,0.03,35,630,0,0,0,16,-1.32,0.69,682,263,62.94213259,-41.38112781,-77.71712147,32,0.21,-62,107,-1.11,98.9,30,-1.04,3,65,-155,-378,807,901,"A"
-0.08,0.02,0.03,36,627,0,0,0,15,-1.45,0.59,665,299,65.44523694,-40.381952,-76.04451193,32,0.26,-56,107,-5.32,96.6,34,-0.98,3.87,163,-130,-341,810,904,"A"
0.1,0.02,0,33,627,0,0,0,19,-1.3,0.05,470,454,59.79219951,-44.2775975,-78.49433734,33,0.11,-54,111,-21.2,86,36,-0.92,2.73,211,-145,-133,756,845,"A"
0.16,0.03,0.02,35,630,0,0,0,24,-1.24,-0.05,408,486,59.9854919,-42.93678199,-79.34101632,32,0.05,-59,112,-23.5,84.1,38,-0.93,2.31,233,-145,-112,744,833,"A"
0.19,0.05,0.03,36,628,0,0,0,24,-1.24,-0.07,356,513,60.99656574,-42.4024151,-78.79773789,32,0.02,-55,113,-25.6,82.1,39,-0.93,2.04,243,-147,-76,726,819,"A"
0.22,0.05,0.02,40,626,0,0,0,21,-1.41,0.28,258,549,60.67181662,-42.97746216,-78.6688785,33,0.03,-52,115,-29,79.5,35,-0.51,1.59,223,-143,-31,699,800,"A"
0.06,0,0,40,632,0,0,0,28,-1.4,1.46,73,543,61.16794507,-48.38256054,-73.9194899,32,0.11,-49,120,-33.1,76.8,36,-0.08,0.77,214,-162,29,640,737,"A"
0.05,0,-0.02,38,631,0,0,0,35,-1.49,1.66,40,533,64.95431156,-45.83572282,-72.36463241,32,0.11,-47,121,-33.8,76.8,35,0,0.55,194,-169,40,641,722,"A"
0.1,0,0.02,44,630,0,0,0,38,-1.48,1.1,-212,457,55.73503468,-40.70615827,-84.90461385,32,0.02,-61,122,-35.7,78.8,32,0.24,0.06,187,-178,49,629,710,"A"
0.11,0,0,44,634,0,0,0,38,-1.38,0.92,-259,430,54.47760516,-53.69758195,-75.51479864,31,0.03,-57,122,-35.9,79.3,33,0.26,0.03,194,-178,50,629,715,"A"
0.08,0,0.02,43,630,0,0,0,35,-0.93,-0.07,-365,391,51.42962683,-46.2301874,-84.46245436,31,0,-43,121,-35.4,82.8,33,0.27,-0.43,196,-180,26,641,720,"A"
0.05,0,0.02,47,630,0,0,0,36,-0.67,-0.08,-377,392,55.400078,-56.58654298,-72.09923967,30,-0.06,-53,121,-35.1,83.8,32,0.29,-0.42,184,-179,29,650,724,"A"
0.03,0,0,49,630,0,0,0,35,-0.47,-0.03,-392,377,60.7126642,-52.07579431,-71.2110598,31,-0.1,-46,120,-34.8,84.8,32,0.26,-0.42,174,-173,17,653,727,"A"
0,0,0,41,631,0,0,0,35,-0.31,-0.1,-397,385,54.97973503,-43.79886973,-83.25699339,30,-0.13,-59,120,-34.3,85.7,34,0.19,-0.53,194,-164,3,663,734,"A"
-0.06,0,0,50,627,0,0,0,33,0.08,-0.39,-408,382,62.91661838,-51.38192032,-69.70624553,31,-0.11,-61,118,-32.3,89.8,37,0.58,-1.11,217,-148,-28,687,758,"A"
-0.1,-0.02,-0.05,39,630,0,0,0,35,0.55,-0.43,-380,410,55.13482072,-48.93104372,-79.00776256,28,0,-54,112,-25.7,98.1,38,0.75,-2.02,200,-133,-121,749,833,"A"
-0.08,0,-0.02,40,633,0,0,0,35,0.59,-0.41,-369,410,55.77354096,-55.37159264,-72.86338125,30,-0.1,-51,111,-23.4,101,39,0.85,-2.23,211,-125,-165,769,855,"A"
-0.05,0,-0.03,39,634,0,0,0,36,0.69,-0.43,-340,430,57.14575008,-53.96265204,-72.87425458,30,-0.05,-47,110,-20.9,103,39,1,-2.41,216,-117,-193,775,859,"A"
-0.05,-0.02,-0.05,31,629,0,0,0,37,1.27,-0.41,-226,473,54.15339662,-48.16131372,-80.51505169,29,0.08,-40,107,-6.72,115,34,1.24,-3.28,108,-135,-373,803,887,"A"
-0.05,-0.02,-0.05,34,634,0,0,0,35,1.28,-0.44,-195,483,48.84198795,-52.01812212,-81.81976748,29,0,-37,106,-3.58,117,35,1.14,-3.13,121,-135,-394,799,894,"A"
-0.05,-0.03,-0.03,32,628,0,0,0,34,1.32,-0.44,-148,494,40.91566845,-57.82887585,-82.84153807,29,-0.1,-32,106,0.26,120,35,1.09,-3.28,108,-133,-446,786,898,"A"
-0.06,-0.03,-0.05,39,629,0,0,0,34,1.41,-0.43,-119,500,37.98431721,-62.6332475,-80.43248372,29,-0.21,-26,105,4.05,122,35,1.06,-3.36,126,-133,-496,766,891,"A"
-0.06,-0.02,-0.03,33,635,0,0,0,34,1.61,-0.51,-25,518,42.77704788,-57.08434947,-82.13648121,29,-0.37,-16,105,12.2,127,30,1.22,-3.52,53,-145,-555,725,877,"A"
-0.08,0,-0.05,33,636,0,0,0,34,1.69,-0.66,38,511,52.55436752,-51.38275407,-79.21260089,30,-0.32,-3,105,16.1,129,28,1.06,-3.31,24,-139,-593,679,862,"A"
-0.06,-0.02,-0.13,31,631,0,0,0,28,1.69,-0.79,253,513,52.38376839,-52.38376839,-78.4984305,28,-0.21,-5,108,31.8,139,24,1.01,-3.39,-58,-157,-672,508,761,"A"
-0.05,-0.02,-0.11,30,623,0,0,0,27,1.67,-0.72,322,503,52.43520194,-52.02838712,-78.7610835,29,-0.16,-8,110,35.1,141,25,0.85,-3.12,-71,-157,-670,456,726,"A"
